PRIMARY_COM_NAME;SCI_NAME
Great White x Dalmatian Pelican (hybrid);Pelecanus onocrotalus x crispus
pelican sp.;Pelecanus sp.
California Condor;Gymnogyps californianus
King Vulture;Sarcoramphus papa
Andean Condor;Vultur gryphus
Black Vulture;Coragyps atratus
Turkey Vulture;Cathartes aura
Turkey Vulture (Northern);Cathartes aura [aura Group]
Turkey Vulture (Choco);Cathartes aura [undescribed form]
Turkey Vulture (Tropical);Cathartes aura ruficollis
Turkey Vulture (South Temperate);Cathartes aura jota
Lesser Yellow-headed Vulture;Cathartes burrovianus
Greater Yellow-headed Vulture;Cathartes melambrotus
Cathartes sp.;Cathartes sp.
new world vulture sp.;Cathartidae sp.
Secretarybird;Sagittarius serpentarius
Osprey;Pandion haliaetus
Osprey (Eurasian);Pandion haliaetus haliaetus
Osprey (American);Pandion haliaetus carolinensis
Osprey (Caribbean);Pandion haliaetus ridgwayi
Osprey (Australasian);Pandion haliaetus cristatus
Pearl Kite;Gampsonyx swainsonii
Scissor-tailed Kite;Chelictinia riocourii
White-tailed Kite;Elanus leucurus
Black-winged Kite;Elanus caeruleus
Black-winged Kite (African);Elanus caeruleus caeruleus
Black-winged Kite (Asian);Elanus caeruleus [vociferus Group]
Black-shouldered Kite;Elanus axillaris
Letter-winged Kite;Elanus scriptus
African Harrier-Hawk;Polyboroides typus
Madagascar Harrier-Hawk;Polyboroides radiatus
Palm-nut Vulture;Gypohierax angolensis
Bearded Vulture;Gypaetus barbatus
Bearded Vulture (Eurasian);Gypaetus barbatus barbatus
Bearded Vulture (African);Gypaetus barbatus meridionalis
Egyptian Vulture;Neophron percnopterus
Madagascar Serpent-Eagle;Eutriorchis astur
Hook-billed Kite;Chondrohierax uncinatus
Hook-billed Kite (Hook-billed);Chondrohierax uncinatus uncinatus
Hook-billed Kite (Grenada);Chondrohierax uncinatus mirus
Cuban Kite;Chondrohierax wilsonii
Gray-headed Kite;Leptodon cayanensis
White-collared Kite;Leptodon forbesi
African Cuckoo-Hawk;Aviceda cuculoides
Madagascar Cuckoo-Hawk;Aviceda madagascariensis
Jerdon's Baza;Aviceda jerdoni
Pacific Baza;Aviceda subcristata
Black Baza;Aviceda leuphotes
European Honey-buzzard;Pernis apivorus
Oriental Honey-buzzard;Pernis ptilorhynchus
Oriental Honey-buzzard (Northern);Pernis ptilorhynchus orientalis
Oriental Honey-buzzard (Indomalayan);Pernis ptilorhynchus ruficollis/philippensis
Oriental Honey-buzzard (Sunda);Pernis ptilorhynchus [ptilorhynchus Group]
European x Oriental Honey-buzzard (hybrid);Pernis apivorus x ptilorhynchus
European/Oriental Honey-buzzard;Pernis apivorus/ptilorhynchus
Sulawesi Honey-buzzard;Pernis celebensis
Philippine Honey-buzzard;Pernis steerei
Swallow-tailed Kite;Elanoides forficatus
Black-breasted Kite;Hamirostra melanosternon
Square-tailed Kite;Lophoictinia isura
Long-tailed Honey-buzzard;Henicopernis longicauda
Black Honey-buzzard;Henicopernis infuscatus
Red-headed Vulture;Sarcogyps calvus
White-headed Vulture;Trigonoceps occipitalis
Cinereous Vulture;Aegypius monachus
Lappet-faced Vulture;Torgos tracheliotos
Hooded Vulture;Necrosyrtes monachus
Himalayan Griffon;Gyps himalayensis
White-rumped Vulture;Gyps bengalensis
White-backed Vulture;Gyps africanus
Indian Vulture;Gyps indicus
Slender-billed Vulture;Gyps tenuirostris
Cape Griffon;Gyps coprotheres
White-backed Vulture/Cape Griffon;Gyps africanus/coprotheres
Rüppell's Griffon;Gyps rueppelli
White-backed Vulture/Rüppell's Griffon;Gyps africanus/rueppelli
Eurasian Griffon;Gyps fulvus
Rüppell's/Eurasian Griffon;Gyps rueppelli/fulvus
Himalayan/Eurasian Griffon;Gyps himalayensis/fulvus
Gyps sp.;Gyps sp.
old world vulture sp.;Accipitridae sp. (old world vulture sp.)
Nicobar Serpent-Eagle;Spilornis klossi
Sulawesi Serpent-Eagle;Spilornis rufipectus
Mountain Serpent-Eagle;Spilornis kinabaluensis
Crested Serpent-Eagle;Spilornis cheela
Crested Serpent-Eagle (Crested);Spilornis cheela [cheela Group]
Crested Serpent-Eagle (Andaman);Spilornis cheela davisoni
Crested Serpent-Eagle (Central Nicobar);Spilornis cheela minimus
Crested Serpent-Eagle (Ryukyu);Spilornis cheela perplexus
Crested Serpent-Eagle (Natuna);Spilornis cheela natunensis
Crested Serpent-Eagle (Simeulue);Spilornis cheela abbotti
Crested Serpent-Eagle (Nias);Spilornis cheela asturinus
Crested Serpent-Eagle (Mentawai);Spilornis cheela sipora
Crested Serpent-Eagle (Bawean);Spilornis cheela baweanus
Philippine Serpent-Eagle;Spilornis holospilus
Andaman Serpent-Eagle;Spilornis elgini
Philippine Eagle;Pithecophaga jefferyi
Bateleur;Terathopius ecaudatus
Western Banded Snake-Eagle;Circaetus cinerascens
Southern Banded Snake-Eagle;Circaetus fasciolatus
Congo Snake-Eagle;Circaetus spectabilis
Beaudouin's Snake-Eagle;Circaetus beaudouini
Black-chested Snake-Eagle;Circaetus pectoralis
Short-toed Snake-Eagle;Circaetus gallicus
Brown Snake-Eagle;Circaetus cinereus
snake-eagle sp.;Circaetus sp.
Crowned Eagle;Stephanoaetus coronatus
Wallace's Hawk-Eagle;Nisaetus nanus
Legge's Hawk-Eagle;Nisaetus kelaarti
Mountain Hawk-Eagle;Nisaetus nipalensis
Mountain Hawk-Eagle (nipalensis);Nisaetus nipalensis nipalensis
Mountain Hawk-Eagle (orientalis);Nisaetus nipalensis orientalis
Blyth's Hawk-Eagle;Nisaetus alboniger
Javan Hawk-Eagle;Nisaetus bartelsi
Sulawesi Hawk-Eagle;Nisaetus lanceolatus
Pinsker's Hawk-Eagle;Nisaetus pinskeri
Philippine Hawk-Eagle;Nisaetus philippensis
Changeable Hawk-Eagle;Nisaetus cirrhatus
Changeable Hawk-Eagle (Crested);Nisaetus cirrhatus cirrhatus/ceylanensis
Changeable Hawk-Eagle (Changeable);Nisaetus cirrhatus [limnaeetus Group]
Flores Hawk-Eagle;Nisaetus floris
Nisaetus sp.;Nisaetus sp.
Black Hawk-Eagle;Spizaetus tyrannus
Black-and-white Hawk-Eagle;Spizaetus melanoleucus
Ornate Hawk-Eagle;Spizaetus ornatus
Black-and-chestnut Eagle;Spizaetus isidori
Spizaetus sp.;Spizaetus sp.
Rufous-bellied Eagle;Lophotriorchis kienerii
Martial Eagle;Polemaetus bellicosus
Long-crested Eagle;Lophaetus occipitalis
Black Eagle;Ictinaetus malaiensis
Indian Spotted Eagle;Clanga hastata
Lesser Spotted Eagle;Clanga pomarina
Greater Spotted Eagle;Clanga clanga
Lesser x Greater Spotted Eagle (hybrid);Clanga pomarina x clanga
Lesser/Greater Spotted Eagle;Clanga pomarina/clanga
Indian/Greater Spotted Eagle;Clanga hastata/clanga
Wahlberg's Eagle;Hieraaetus wahlbergi
Ayres's Hawk-Eagle;Hieraaetus ayresii
Pygmy Eagle;Hieraaetus weiskei
Booted Eagle;Hieraaetus pennatus
Little Eagle;Hieraaetus morphnoides
Steppe Eagle;Aquila nipalensis
Imperial Eagle;Aquila heliaca
Spanish Eagle;Aquila adalberti
Tawny Eagle;Aquila rapax
Steppe/Tawny Eagle;Aquila nipalensis/rapax
Cassin's Hawk-Eagle;Aquila africana
Gurney's Eagle;Aquila gurneyi
Wedge-tailed Eagle;Aquila audax
Golden Eagle;Aquila chrysaetos
Verreaux's Eagle;Aquila verreauxii
Bonelli's Eagle;Aquila fasciata
African Hawk-Eagle;Aquila spilogaster
Aquila sp.;Aquila sp.
Clanga/Aquila sp.;Clanga/Aquila sp.
New Guinea Eagle;Harpyopsis novaeguineae
Bat Hawk;Macheiramphus alcinus
Crested Eagle;Morphnus guianensis
Harpy Eagle;Harpia harpyja
Crested Goshawk;Lophospiza trivirgata
Sulawesi Goshawk;Lophospiza griseiceps
Gabar Goshawk;Micronisus gabar
Long-tailed Hawk;Urotriorchis macrourus
Dark Chanting-Goshawk;Melierax metabates
Eastern Chanting-Goshawk;Melierax poliopterus
Dark/Eastern Chanting-Goshawk;Melierax metabates/poliopterus
Pale Chanting-Goshawk;Melierax canorus
Dark/Pale Chanting-Goshawk;Melierax metabates/canorus
Lizard Buzzard;Kaupifalco monogrammicus
African Goshawk;Aerospiza tachiro
African Goshawk (Banded);Aerospiza tachiro macroscelides
African Goshawk (Red-chested);Aerospiza tachiro toussenelii/canescens
African Goshawk (Bioko);Aerospiza tachiro lopezi
African Goshawk (Ethiopian);Aerospiza tachiro unduliventer/croizati
African Goshawk (Eastern);Aerospiza tachiro sparsimfasciata
African Goshawk (Pemba);Aerospiza tachiro pembaensis
African Goshawk (Southern);Aerospiza tachiro tachiro
Chestnut-flanked Sparrowhawk;Aerospiza castanilius
Red-thighed Sparrowhawk;Tachyspiza erythropus
Little Sparrowhawk;Tachyspiza minulla
Besra;Tachyspiza virgata
Crested Goshawk/Besra;Lophospiza trivirgata/Tachyspiza virgata
Small Sparrowhawk;Tachyspiza nanus
Rufous-necked Sparrowhawk;Tachyspiza erythrauchen
Collared Sparrowhawk;Tachyspiza cirrocephala
New Britain Sparrowhawk;Tachyspiza brachyura
Vinous-breasted Sparrowhawk;Tachyspiza rhodogaster
Japanese Sparrowhawk;Tachyspiza gularis
Besra/Japanese Sparrowhawk;Tachyspiza virgata/gularis
Shikra;Tachyspiza badia
Shikra (African);Tachyspiza badia sphenura/polyzonoides
Shikra (Asian);Tachyspiza badia [badia Group]
Nicobar Sparrowhawk;Tachyspiza butleri
Levant Sparrowhawk;Tachyspiza brevipes
Chinese Sparrowhawk;Tachyspiza soloensis
Imitator Sparrowhawk;Tachyspiza imitator
Frances's Sparrowhawk;Tachyspiza francesiae
Spot-tailed Goshawk;Tachyspiza trinotata
Gray-headed Goshawk;Tachyspiza poliocephala
New Britain Goshawk;Tachyspiza princeps
Gray Goshawk;Tachyspiza novaehollandiae
Variable Goshawk;Tachyspiza hiogaster
Variable Goshawk (Lesser Sundas);Tachyspiza hiogaster sylvestris
Variable Goshawk (Variable);Tachyspiza hiogaster [hiogaster Group]
Black-mantled Goshawk;Tachyspiza melanochlamys
Pied Goshawk;Tachyspiza albogularis
Fiji Goshawk;Tachyspiza rufitorques
Moluccan Goshawk;Tachyspiza henicogramma
Slaty-mantled Goshawk;Tachyspiza luteoschistacea
New Caledonian Goshawk;Tachyspiza haplochroa
Brown Goshawk;Tachyspiza fasciata
Collared Sparrowhawk/Brown Goshawk;Tachyspiza cirrocephala/fasciata
Variable/Brown Goshawk;Tachyspiza hiogaster/fasciata
Chestnut-shouldered Goshawk;Erythrotriorchis buergersi
Red Goshawk;Erythrotriorchis radiatus
Gray-bellied Hawk;Accipiter poliogaster
Ovambo Sparrowhawk;Accipiter ovampensis
Madagascar Sparrowhawk;Accipiter madagascariensis
Eurasian Sparrowhawk;Accipiter nisus
Levant/Eurasian Sparrowhawk;Tachyspiza brevipes/Accipiter nisus
Rufous-breasted Sparrowhawk;Accipiter rufiventris
Rufous-breasted Sparrowhawk (Ethiopian);Accipiter rufiventris perspicillaris
Rufous-breasted Sparrowhawk (Rufous-breasted);Accipiter rufiventris rufiventris
Sharp-shinned Hawk;Accipiter striatus
Sharp-shinned Hawk (Northern);Accipiter striatus [velox Group]
Sharp-shinned Hawk (Caribbean);Accipiter striatus [striatus Group]
Sharp-shinned Hawk (Madrean);Accipiter striatus madrensis
Sharp-shinned Hawk (White-breasted);Accipiter striatus chionogaster
Sharp-shinned Hawk (Plain-breasted);Accipiter striatus ventralis
Sharp-shinned Hawk (Rufous-thighed);Accipiter striatus erythronemius
Bicolored Hawk;Astur bicolor
Bicolored Hawk (Bicolored);Astur bicolor bicolor/fidens
Bicolored Hawk (Spotted);Astur bicolor pileatus/guttifer
Chilean Hawk;Astur chilensis
Bicolored/Chilean Hawk;Astur bicolor/chilensis
Cooper's Hawk;Astur cooperii
Sharp-shinned/Cooper's Hawk;Accipiter striatus/Astur cooperii
Gundlach's Hawk;Astur gundlachi
Eurasian Goshawk;Astur gentilis
Eurasian Sparrowhawk/Eurasian Goshawk;Accipiter nisus/Astur gentilis
American Goshawk;Astur atricapillus
Cooper's Hawk x American Goshawk (hybrid);Astur cooperii x atricapillus
Cooper's Hawk/American Goshawk;Astur cooperii/atricapillus
Eurasian/American Goshawk;Astur gentilis/atricapillus
Meyer's Goshawk;Astur meyerianus
Black Goshawk;Astur melanoleucus
Henst's Goshawk;Astur henstii
Accipitrine hawk sp. (former Accipiter sp.);Aerospiza/Tachyspiza/Accipiter/Astur sp.
Doria's Hawk;Megatriorchis doriae
Western Marsh Harrier;Circus aeruginosus
African Marsh Harrier;Circus ranivorus
Western/African Marsh Harrier;Circus aeruginosus/ranivorus
Eastern Marsh Harrier;Circus spilonotus
Western/Eastern Marsh Harrier;Circus aeruginosus/spilonotus
Papuan Harrier;Circus spilothorax
Eastern Marsh/Papuan Harrier;Circus spilonotus/spilothorax
Swamp Harrier;Circus approximans
Reunion Harrier;Circus maillardi
Malagasy Harrier;Circus macrosceles
Long-winged Harrier;Circus buffoni
Spotted Harrier;Circus assimilis
Swamp/Spotted Harrier;Circus approximans/assimilis
Black Harrier;Circus maurus
Cinereous Harrier;Circus cinereus
Hen Harrier;Circus cyaneus
Northern Harrier;Circus hudsonius
Hen/Northern Harrier;Circus cyaneus/hudsonius
Pallid Harrier;Circus macrourus
Hen x Pallid Harrier (hybrid);Circus cyaneus x macrourus
Pied Harrier;Circus melanoleucos
Montagu's Harrier;Circus pygargus
Pallid x Montagu's Harrier (hybrid);Circus macrourus x pygargus
Hen/Montagu's Harrier;Circus cyaneus/pygargus
Pallid/Montagu's Harrier;Circus macrourus/pygargus
harrier sp.;Circus sp.
Tiny Hawk;Microspizias superciliosus
Semicollared Hawk;Microspizias collaris
Double-toothed Kite;Harpagus bidentatus
Rufous-thighed Kite;Harpagus diodon
Red Kite;Milvus milvus
Red Kite (Red);Milvus milvus milvus
Red Kite (Cape Verde);Milvus milvus fasciicauda
Black Kite;Milvus migrans
Black Kite (Black);Milvus migrans [migrans Group]
Black Kite (Black-eared);Milvus migrans lineatus/formosanus
Black Kite (Yellow-billed);Milvus migrans aegyptius/parasitus
Red/Black Kite;Milvus milvus/migrans
Brahminy Kite;Haliastur indus
Black/Brahminy Kite;Milvus migrans/Haliastur indus
Whistling Kite;Haliastur sphenurus
White-tailed Eagle;Haliaeetus albicilla
Bald Eagle;Haliaeetus leucocephalus
Pallas's Fish-Eagle;Haliaeetus leucoryphus
Steller's Sea-Eagle;Haliaeetus pelagicus
Bald Eagle x Steller's Sea-Eagle (hybrid);Haliaeetus leucocephalus x pelagicus
Golden/Bald Eagle;Aquila chrysaetos/Haliaeetus leucocephalus
African Fish-Eagle;Icthyophaga vocifer
Madagascar Fish-Eagle;Icthyophaga vociferoides
White-bellied Sea-Eagle;Icthyophaga leucogaster
Sanford's Sea-Eagle;Icthyophaga sanfordi
Lesser Fish-Eagle;Icthyophaga humilis
Gray-headed Fish-Eagle;Icthyophaga ichthyaetus
Lesser/Gray-headed Fish-Eagle;Icthyophaga humilis/ichthyaetus
Haliaeetus/Icthyophaga sp.;Haliaeetus/Icthyophaga sp.
Rufous-winged Buzzard;Butastur liventer
Grasshopper Buzzard;Butastur rufipennis
White-eyed Buzzard;Butastur teesa
Gray-faced Buzzard;Butastur indicus
Mississippi Kite;Ictinia mississippiensis
Plumbeous Kite;Ictinia plumbea
Mississippi/Plumbeous Kite;Ictinia mississippiensis/plumbea
Crane Hawk;Geranospiza caerulescens
Crane Hawk (Blackish);Geranospiza caerulescens [nigra Group]
Crane Hawk (Gray);Geranospiza caerulescens caerulescens
Crane Hawk (Banded);Geranospiza caerulescens gracilis/flexipes
Black-collared Hawk;Busarellus nigricollis
Snail Kite;Rostrhamus sociabilis
Slender-billed Kite;Helicolestes hamatus
Barred Hawk;Morphnarchus princeps
Plumbeous Hawk;Cryptoleucopteryx plumbea
Slate-colored Hawk;Buteogallus schistaceus
Common Black Hawk;Buteogallus anthracinus
Common Black Hawk (Common);Buteogallus anthracinus anthracinus
Common Black Hawk (Mangrove);Buteogallus anthracinus [subtilis Group]
Cuban Black Hawk;Buteogallus gundlachii
Rufous Crab Hawk;Buteogallus aequinoctialis
Savanna Hawk;Buteogallus meridionalis
White-necked Hawk;Buteogallus lacernulatus
Great Black Hawk;Buteogallus urubitinga
Great Black Hawk (Northern);Buteogallus urubitinga ridgwayi
Great Black Hawk (Southern);Buteogallus urubitinga urubitinga
Common/Great Black Hawk;Buteogallus anthracinus/urubitinga
Solitary Eagle;Buteogallus solitarius
Chaco Eagle;Buteogallus coronatus
Buteogallus sp.;Buteogallus sp.
Roadside Hawk;Rupornis magnirostris
Roadside Hawk (Cozumel I.);Rupornis magnirostris gracilis
Roadside Hawk (Northern);Rupornis magnirostris [magnirostris Group]
Roadside Hawk (Southern);Rupornis magnirostris [pucherani Group]
Harris's Hawk;Parabuteo unicinctus
Harris's Hawk (Harris's);Parabuteo unicinctus harrisi
Harris's Hawk (Bay-winged);Parabuteo unicinctus unicinctus
White-rumped Hawk;Parabuteo leucorrhous
White-tailed Hawk;Geranoaetus albicaudatus
Variable Hawk;Geranoaetus polyosoma
Variable Hawk (Puna);Geranoaetus polyosoma (Puna)
Variable Hawk (Red-backed);Geranoaetus polyosoma (Red-backed)
Variable Hawk (Variable);Geranoaetus polyosoma polyosoma
Variable Hawk (Juan Fernandez);Geranoaetus polyosoma exsul
Black-chested Buzzard-Eagle;Geranoaetus melanoleucus
Geranoaetus sp.;Geranoaetus sp.
Gray-backed Hawk;Pseudastur occidentalis
White Hawk;Pseudastur albicollis
White Hawk (Snowy);Pseudastur albicollis ghiesbreghti
White Hawk (White-shouldered);Pseudastur albicollis costaricensis
White Hawk (Black-winged);Pseudastur albicollis williaminae
White Hawk (Black-tailed);Pseudastur albicollis albicollis
Mantled Hawk;Pseudastur polionotus
Semiplumbeous Hawk;Leucopternis semiplumbeus
Black-faced Hawk;Leucopternis melanops
White-browed Hawk;Leucopternis kuhli
Bermuda Hawk;Bermuteo avivorus
Gray Hawk;Buteo plagiatus
Gray-lined Hawk;Buteo nitidus
Gray/Gray-lined Hawk;Buteo plagiatus/nitidus
Broad-winged Hawk;Buteo platypterus
Broad-winged Hawk (Northern);Buteo platypterus platypterus
Broad-winged Hawk (Caribbean);Buteo platypterus [antillarum Group]
Red-shouldered Hawk;Buteo lineatus
Red-shouldered Hawk (lineatus Group);Buteo lineatus [lineatus Group]
Red-shouldered Hawk (extimus);Buteo lineatus extimus
Red-shouldered Hawk (elegans);Buteo lineatus elegans
Common Black x Red-shouldered Hawk (hybrid);Buteogallus anthracinus x Buteo lineatus
Ridgway's Hawk;Buteo ridgwayi
Broad-winged x Red-shouldered Hawk (hybrid);Buteo platypterus x lineatus
Broad-winged/Red-shouldered Hawk;Buteo platypterus/lineatus
Zone-tailed Hawk;Buteo albonotatus
Hawaiian Hawk;Buteo solitarius
White-throated Hawk;Buteo albigula
Short-tailed Hawk;Buteo brachyurus
Swainson's Hawk;Buteo swainsoni
Galapagos Hawk;Buteo galapagoensis
Red-tailed Hawk;Buteo jamaicensis
Red-tailed Hawk (Harlan's);Buteo jamaicensis harlani
Red-tailed Hawk (abieticola);Buteo jamaicensis abieticola
Red-tailed Hawk (calurus/alascensis);Buteo jamaicensis calurus/alascensis
Red-tailed Hawk (borealis);Buteo jamaicensis borealis
Red-tailed Hawk (calurus/abieticola);Buteo jamaicensis calurus/abieticola
Red-tailed Hawk (Krider's);Buteo jamaicensis kriderii
Red-tailed Hawk (fuertesi);Buteo jamaicensis fuertesi
Red-tailed Hawk (Sutton's);Buteo jamaicensis suttoni
Red-tailed Hawk (kemsiesi/hadropus);Buteo jamaicensis kemsiesi/hadropus
Red-tailed Hawk (costaricensis);Buteo jamaicensis costaricensis
Red-tailed Hawk (fumosus);Buteo jamaicensis fumosus
Red-tailed Hawk (socorroensis);Buteo jamaicensis socorroensis
Red-tailed Hawk (umbrinus);Buteo jamaicensis umbrinus
Red-tailed Hawk (jamaicensis);Buteo jamaicensis jamaicensis
Red-tailed Hawk (solitudinis);Buteo jamaicensis solitudinis
